"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
"1",72,1,72,72.1,1,"adult","Somateria mollissima",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Globi; Paper.Database","DNM; AAK; DHC","NA; ; outside of study area; juvenile bird diet; Gut contents from eider duck ","54.97; 57.33845; NA; 50.666667; 45.066667","8.5; -2.001119; NA; 63.116667; 67.033333","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1; Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; Nehls, G. 1989. Occurrence and food consumption of the common eider, <i>Somateria mollissima</i>, in the Wadden Sea of Schleswig-Holstein. Helgolander Meeresunters. 43:385-393.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.; 676.Meattey.2014.10.1016/j.marpolbul.2014.07.015; 678.Courchesne.2008.; 679.Nystrom.2008.10.1093/auk/108.2.250; 681.Hilgerloh.2011.10.1080/00785236.2002.10409488; 682.Guillemette.1994.10.2307/4088822; 683.Hamilton.2003.10.1007/s00227-002-0935-1; 159.Seed.1993.","NA; ; rocky intertidal","NA; ; mid","NA","NA; ; Skagerrak; Mingan Archipelago National Park; Indian Point; Penobscot Bay, ME","NA; ; Sweden; Germany; Quebec; New Brunswick; ME","NA; ; No","NA; ; observational","NA; 12; 6; 10","NA; 1985; 1994; 1964","NA; 10; 26; 4","NA; 676; 678; 679; 681; 682; 683; 159","NA; Meattey; Courchesne; Nystrom; Hilgerloh; Guillemette; Hamilton; Seed","NA; 2014; 2008; 2011; 1994; 2003; 1993","NA; 10.1016/j.marpolbul.2014.07.015; ; 10.1093/auk/108.2.250; 10.1080/00785236.2002.10409488; 10.2307/4088822; 10.1007/s00227-002-0935-1","NA; Yes; No","6/29/22 14:00; 10/25/2021 9:30:05; 10/25/2021 9:36:22; 10/25/2021 9:42:26; 10/25/2021 9:53:34; 10/25/2021 9:59:10; 10/25/2021 10:03:06; 12/9/2021 9:55:50","NA; not mentioned; "
"11",72,11,72,72.1,1,"adult","Somateria mollissima",11,11.1,1,"adult","Lacuna vincta","-1","No","1","predation","3","Globi","DNM","NA","NA; 54.42972","NA; -162.70889","Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.; NA; Nearshore foob web manually extracted from Supplementary Data S1 in Dunne, J. A., Maschner, H., Betts, M. W., Huntly, N., Russell, R., Williams, R. J., & Wood, S. A. (2016). The roles and impacts of human hunter-gatherers in North Pacific marine food webs. Scientific Reports, 6, 21179. doi:10.1038/srep21179; NA; Intertidal food web manually extracted from Supplementary Data S1 in Dunne, J. A., Maschner, H., Betts, M. W., Huntly, N., Russell, R., Williams, R. J., & Wood, S. A. (2016). The roles and impacts of human hunter-gatherers in North Pacific marine food webs. Scientific Reports, 6, 21179. doi:10.1038/srep21179","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"12",72,12,72,72.1,1,"adult","Somateria mollissima",12,12.1,1,"adult","Idotea balthica","-1","No","1","predation","3","in literature, added by D Morton","DNM","summer collections, 2007-2010","","","Kristj�nsson, Thordur �rn, J�n Einar J�nsson, and J�rundur Svavarsson. �Spring Diet of Common Eiders (Somateria Mollissima) in Brei_afj�r_ur, West Iceland, Indicates Non-Bivalve Preferences.� Polar Biology 36, no. 1 (January 2013): 51�59. https://doi.org/10.1007/s00300-012-1238-8.","","","","","Iceland","no","obserational","May","2007","","","Kristj�nsson","2013","10.1007/s00300-012-1238-8","no","",""
"13",72,13,72,72.1,1,"adult","Somateria mollissima",13,13.1,1,"adult","Testudinalia testudinalis","-1","No","1","predation","3","Globi","DNM","NA","54.42972; NA","-162.70889; NA","NA; Nearshore foob web manually extracted from Supplementary Data S1 in Dunne, J. A., Maschner, H., Betts, M. W., Huntly, N., Russell, R., Williams, R. J., & Wood, S. A. (2016). The roles and impacts of human hunter-gatherers in North Pacific marine food webs. Scientific Reports, 6, 21179. doi:10.1038/srep21179; Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"14",72,14,72,72.1,1,"adult","Somateria mollissima",14,14.1,1,"adult","Nucella lapillus","-1","No","1","predation","3","in literature, added by D Morton","DNM","summer collections, 2007-2010","","","Kristj�nsson, Thordur �rn, J�n Einar J�nsson, and J�rundur Svavarsson. �Spring Diet of Common Eiders (Somateria Mollissima) in Brei_afj�r_ur, West Iceland, Indicates Non-Bivalve Preferences.� Polar Biology 36, no. 1 (January 2013): 51�59. https://doi.org/10.1007/s00300-012-1238-8.","","","","","Iceland","no","obserational","May","2007","","","Kristj�nsson","2013","10.1007/s00300-012-1238-8","no","",""
"2",72,2,72,72.1,1,"adult","Somateria mollissima",2,2.1,1,"adult","Semibalanus balanoides","-1","No","1","predation","3","Globi","DNM","NA","54.97","8.5","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"3",72,3,72,72.1,1,"adult","Somateria mollissima",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","3","Paper.Database","DHC","horse mussel found in stomach contents of eider duck","NA","NA","159.Seed.1993.","","","NA","","ME","No","observational","1","NA","5","159","Seed","1993","","Yes","12/10/21 9:05",""
"7",72,7,72,72.1,1,"adult","Somateria mollissima",7,7.1,1,"adult","Littorina saxatilis","-1","No","1","predation","3","Globi","DNM","NA","NA","NA","Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"8",72,8,72,72.1,1,"adult","Somateria mollissima",8,8.1,1,"adult","Littorina littorea","-1","No","1","predation","3","Globi; Paper.Database","DNM; AAK","NA; outside of study area; juvenile bird diet","54.97; 57.33845; NA","8.5; -2.001119; NA","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1; Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; Nehls, G. 1989. Occurrence and food consumption of the common eider, <i>Somateria mollissima</i>, in the Wadden Sea of Schleswig-Holstein. Helgolander Meeresunters. 43:385-393.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 679.Nystrom.2008.10.1093/auk/108.2.250","NA; ","NA; ","NA","NA; Skagerrak","NA; Sweden","NA; No","NA; observational","NA","NA","NA","NA; 679","NA; Nystrom","NA; 2008","NA; 10.1093/auk/108.2.250","NA; No","6/29/22 14:00; 10/25/2021 9:43:55","NA; not mentioned"
"9",72,9,72,72.1,1,"adult","Somateria mollissima",9,9.1,1,"adult","Littorina obtusata","-1","No","1","predation","3","Globi","DNM","NA","NA","NA","Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"171",8,171,8,8.1,1,"adult","Littorina littorea",171,171.1,1,"adult","Diatoms.benthic","-1","No","1","herbivory","4","inferred by D Morton","DNM","","NA","NA","119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ","NA","Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","",""
"25",8,25,8,8.1,1,"adult","Littorina littorea",25,25.1,1,"adult","Elachista fucicola","-1","No","1","herbivory","6; 11","Paper.Database; Trophic.Relationships","AAK; DNM","reference notes feeding on ""brown algae""; Hosts eaten: Ascophyllum nodosum","NA","NA","354.Griffen.2007.; 9.Trussell.2017.10.1098/rspb.2016.2590; 119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 58.Peckol.2017.10.1111/jpy.12507; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x; 13.Putnam.2018.10.3354/meps12523","rocky intertidal; NA","; NA","-0.3; NA","Odiorne Point; NA","NH; NA","No; NA","experimental; NA","NA","2005; NA","NA","354; NA","Griffen; Trussell; Dijkstra; Peckol; Putnam","2007; 2017; 2012; 2011; 2018","; 10.1098/rspb.2016.2590; 10.1111/j.1600-0706.2011.19712.x; 10.1111/jpy.12507; 10.3354/meps12523","No; NA","12/2/21 15:12; NA","; NA"
"29",8,29,8,8.1,1,"adult","Littorina littorea",29,29.1,1,"adult","Fucus vesiculosus","-1","No; Yes","1","herbivory","3","Paper.Database","ANW; SLF; DT; BCE; DHC","doesn't specify rocky intertidal only says ""rocky shores""; fucus vesiculosus fed to littorina littorea during experiment but was not what was being studied ; ; Under low wave energy littorina littorea is able to graze on Fucus vesiculosus","NA; 42.416667; 44.436028","NA; 70.916667; 68.28475","21.Barker.1990.10.1007/BF02114681; 40.Yun.2012.10.1007/s00227-012-1926-5; 91.Lubchenco.1978.10.2307/2937360; 119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 332.Lubchenco.1980.10.2307/1935192; 58.Peckol.2017.10.1111/jpy.12507; 289.Long, Jeremy.2007.10.1890/06-1585; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x; 170.Bryson.2014.","; rocky intertidal; estuary","; low; mid","NA","Cranberry Cove; Biologische Anstalt Helgoland; Canoe Beach Cove; Wells National Estuarine Research Reserve;  Ft. Wetherill, Jamestown, RI; Mount Desert Island Biological Laboratory, Salisbury Cove; Little River estuary Wells National Estuarine Research Reserve; Penobscot","Nova Scotia; Germany; ME; MA; Rhode Island ","Yes; No","experimental; observational","5; 3; 9; 7; 4; NA","1987; 2006; 1974; 2009; NA; 2005","8; 2; NA; 1; 38","21; 40; 91; 119; 332; 58; 289; 226; 170","Barker; Yun; Lubchenco; Dijkstra; Peckol; Long, Jeremy; Bryson","1990; 2012; 1978; 1980; 2017; 2007; 2011; 2014","10.1007/BF02114681; 10.1007/s00227-012-1926-5; 10.2307/2937360; 10.1111/j.1600-0706.2011.19712.x; 10.2307/1935192; 10.1111/jpy.12507; 10.1890/06-1585; ","No; Yes","6/10/2021 14:01:05; 6/18/2021 10:56:07; 6/29/2021 13:13:35; 6/30/2021 13:58:46; 7/1/2021 15:53:51; 7/5/2021 8:26:00; 7/21/2021 5:50:00; 7/21/2021 14:14:10; 12/10/2021 13:13:43","; wave protected"
"320",8,250,8,8.1,1,"adult","Littorina littorea",250,250.1,1,"adult","Cyanobacteriaceae","-1","No","1","herbivory","10","Paper.Database","HL","","","","","rocky intertidal","","","","","","","","","","974","Stafford","2005","10.2307/25470696","","",""
"36",8,36,8,8.1,1,"adult","Littorina littorea",36,36.1,1,"adult","Chondrus crispus","-1","No; Yes","1","herbivory","3","Paper.Database","ANW; SLF","experiment repeated october-november 2006; ","53.183333; NA","7.883333; NA","40.Yun .2012.10.1007/s00227-012-1926-5; 85.Bertness.1983.10.1016/0022-0981(93)90070-5; 58.Peckol .2017.10.1111/jpy.12507","rocky intertidal","high; mid","NA","Helogoland; ;  Ft. Wetherill, Jamestown, RI","Germany; Rhode Island","Yes","experimental","3; NA","2006; 1982; NA","2; 0.5; 1","40; 85; 58","Yun ; Bertness; Peckol ","2012; 1983; 2017","10.1007/s00227-012-1926-5; 10.1016/0022-0981(93)90070-5; 10.1111/jpy.12507","No","6/18/2021 10:47:32; 6/30/2021 12:28:26; 7/5/2021 8:29:40",""
"37",8,37,8,8.1,1,"adult","Littorina littorea",37,37.1,1,"adult","Corallina officinalis","-1","No","1","herbivory","3","in literature, added by D Morton","DNM","based on low abundance of algae when littorina was abundant","","","Sze, P. �Distributions of Macroalgae in Tidepools on the New England Coast (USA).� Botanica Marina 25, no. 6 (1982). https://doi.org/10.1515/botm.1982.25.6.269.","rocky intertidal","tide pools","","Appledore Island","Maine","","observational","June","1981","","","Sze","1982","10.1515/botm.1982.25.6.269","yes","",""
"38",8,38,8,8.1,1,"adult","Littorina littorea",38,38.1,1,"adult","Mastocarpus stellatus","-1","No","1","herbivory","3","Paper.Database","ANW","experiment repeated october - november 2006","53.183333","7.883333","40.Yun.2012.10.1007/s00227-012-1926-5","rocky intertidal","high","NA","Helgoland ","Germany","Yes","experimental","3","2006","2","40","Yun","2012","10.1007/s00227-012-1926-5","No","6/18/21 10:50",""
"41",8,41,8,8.1,1,"adult","Littorina littorea",41,41.1,1,"adult","Ralfsia fungiformis","-1","No","1","predation; herbivory","3","Globi; Paper.Database","DNM; ANW; SLF","NA; ","48.497064; 48.612572; 48.612273; 48.497256; 48.612437; NA","-68.495416; -68.229489; -68.231071; -68.49521; -68.22975; NA","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 85.Bertness.1983.10.1016/0022-0981(93)90070-5","NA; rocky intertidal","NA; mid","NA; 1","NA; Cape Ann; Haffenreffer Preserve of Brown University","NA; MA; Rhode Island","NA; No","NA; experimental","NA; 7; 4","NA; 2011; 1982","NA; 28; 0.25","NA; 6; 85","NA; Morello; Bertness","NA; 2017; 1983","NA; 10.1016/j.jembe.2017.06.005; 10.1016/0022-0981(93)90070-5","NA; No","6/29/22 14:00; 6/4/2021 12:02:09; 6/30/2021 12:14:42","NA; "
"47",8,47,8,8.1,1,"adult","Littorina littorea",47,47.1,1,"adult","Hildenbrandia rubra","-1","No","1","herbivory","3","Paper.Database","SLF","","NA","NA","85.Bertness.1983.10.1016/0022-0981(93)90070-5","rocky intertidal","mid","NA","Haffenreffer Preserve of Brown University","Rhode Island","No","experimental","4","1982","0.25","85","Bertness","1983","10.1016/0022-0981(93)90070-5","No","6/30/21 12:17",""
"48",8,48,8,8.1,1,"adult","Littorina littorea",48,48.1,1,"adult","Ceramium deslongchampsii","-1","No","1","herbivory","3","Paper.Database","SLF","","NA","NA","91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low","NA","","ME","Yes","observational","NA","1975","5","91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 13:01",""
"49",8,49,8,8.1,1,"adult","Littorina littorea",49,49.1,1,"adult","Porphyra sp.","-1","No; Yes","1","herbivory","3","Paper.Database","ANW; DT","couldn't find specific month/year feeding experiment was done but it's somewhere between 1987 and 1989; ","NA; 42.416667; 42.424261","NA; 80.916667; 70.914489","47.Dudgeon.1999.10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2; 331.Lubchenco.1983.10.2307/1937822; 276.Dolecal, Renee.2013.10.1016/j.jembe.2012.12.009","; rocky intertidal","; mid","NA","Chamberlain; Canoe Beach Cove; Nahant","ME; MA","Yes; No; ","experimental","NA; 4; 8","NA; 1974; 2007","1; 12; 3","47; 331; 276","Dudgeon; Lubchenco; Dolecal, Renee","1999; 1983; 2013","10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2; 10.2307/1937822; 10.1016/j.jembe.2012.12.009","Yes; No","6/23/2021 11:58:59; 7/1/2021 15:05:52; 7/8/2021 10:53:57",""
"52",8,52,8,8.1,1,"adult","Littorina littorea",52,52.1,1,"adult","Ulva lactuca","-1","No; Yes","1","predation; herbivory","3","Globi; Paper.Database","DNM; SLF; ANW; DT; LM","NA; ; Everything that I didn't know was entered as 0 or ""unknown""","51.5; 50.358082; NA; 42.418611; 42.416667; 44.166667; 42.424261; 0","-9.3; -4.12809; NA; 70.906111; 80.916667; 68.016667; 70.914489; 0","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; 91.Lubchenco.1978.10.2307/2937360; 63.bracken.2014.10.1890/13-2094.1; 85.Bertness.1983.10.1016/0022-0981(93)90070-5; 331.Lubchenco.1983.10.2307/1937822; 58.Peckol.2017.10.1111/jpy.12507; 276.Dolecal, Renee.2013.10.1016/j.jembe.2012.12.009; 13.Putnam.2018.10.3354/meps12523","NA; rocky intertidal","NA; low; mid; ","NA; 1; 0","NA; ; East Point; Canoe Beach Cove; Grindstone Neck; Ft. Wetherill, Jamestown, RI; Nahant; Bristol, ME","NA; ME; MA; Rhode Island","NA; Yes; No; ","NA; observational; experimental","NA; 6; 4; 8; 5","NA; 1975; 2009; 1982; 1974; 2007; 2018","NA; 5; 0.5; 12; 1; 3; 0","NA; 91; 63; 85; 331; 58; 276; 13","NA; Lubchenco; bracken; Bertness; Peckol; Dolecal, Renee; Putnam","NA; 1978; 2014; 1983; 2017; 2013; 2018","NA; 10.2307/2937360; 10.1890/13-2094.1; 10.1016/0022-0981(93)90070-5; 10.2307/1937822; 10.1111/jpy.12507; 10.1016/j.jembe.2012.12.009; 10.3354/meps12523","NA; Yes; No","6/29/22 14:00; 6/29/2021 12:53:04; 6/29/2021 15:17:18; 6/30/2021 12:26:01; 7/1/2021 14:38:27; 7/1/2021 14:42:10; 7/5/2021 8:22:25; 7/8/2021 10:53:59; 2/24/2022 14:56:27","NA; ; Unknown"
"56",8,56,8,8.1,1,"adult","Littorina littorea",56,56.1,1,"adult","Enteromorpha sp., ulva intestinalis","-1","Yes; No","1","herbivory","3","Paper.Database","EP; SLF; ANW; AAK","; depth is 0 to -1.5 m; preferred food ","NA; 42.416667; 54.683333","NA; 80.916667; 10","91.Lubchenko.1978.10.2307/2937360; 91.Lubchenco.1978.10.2307/2937360; 331.Lubchenco.1983.10.2307/1937822; 892.Lotze.2000.10.1034/j.1600-0706.2000.890106.x; 893.Lotze.2000.10.3354/meps200167; 887.Lubchenco.1978.10.1086/283250","rocky intertidal; subtidal; ","low; mid; ","NA; -1.5","Marine Science Institute; ; Canoe Beach Cove; Maasholm Bay","MA; ME; Germany ; Germany","No; Yes; ","experimental; observational","4; NA; 6; 9","1974; 1975; 1997; NA; 1973","18; 5; 12; NA","91; 331; 892; 893; 887","Lubchenko; Lubchenco; Lotze","1978; 1983; 2000","10.2307/2937360; 10.2307/1937822; 10.1034/j.1600-0706.2000.890106.x; 10.3354/meps200167; 10.1086/283250","No; Yes","6/11/2021 12:58:34; 6/29/2021 12:55:48; 7/1/2021 15:01:05; 11/30/2021 11:28:05; 11/30/2021 11:37:15; 11/29/2021 15:56:58","; not mentioned"
"171",9,171,9,9.1,1,"adult","Littorina obtusata",171,171.1,1,"adult","Diatoms.benthic","-1","No","1","herbivory","4","inferred by D Morton","DNM","","NA","NA","119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ","NA","Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","",""
"25",9,25,9,9.1,1,"adult","Littorina obtusata",25,25.1,1,"adult","Elachista fucicola","-1","No","1","herbivory","11","Trophic.Relationships","DNM","Hosts eaten: Ascophyllum nodosum","NA","NA","29.Pocklington.2018.10.1017/S0025315416002009; 58.Peckol.2017.10.1111/jpy.12507; 291.Long, Jeremy.2007.10.3354/meps333075; 263.Baldridge.2008.10.3354/meps07485 ; 264.Trussell.2007.10.1111/j.0014-3820.2000.tb00016.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Pocklington; Peckol; Long, Jeremy; Baldridge; Trussell","2018; 2017; 2007; 2008","10.1017/S0025315416002009; 10.1111/jpy.12507; 10.3354/meps333075; 10.3354/meps07485 ; 10.1111/j.0014-3820.2000.tb00016.x","NA","NA","NA"
"29",9,29,9,9.1,1,"adult","Littorina obtusata",29,29.1,1,"adult","Fucus vesiculosus","-1","No; Yes","1","herbivory","3","Paper.Database","ANW; SLF; DT","doesn't say rocky intertidal only ""rocky shores""; this interaction was mentioned in the paper but was not part of the study; ","NA; 42.418611; 44.166667; 44.436028","NA; 70.906111; 68.016667; 68.28475","21.Barker.1990.10.1007/BF02114681; 63.bracken.2014.10.1890/13-2094.1; 331.Lubchenco.1983.10.2307/1937822; 58.Peckol.2017.10.1111/jpy.12507; 289.Long, Jeremy.2007.10.1890/06-1585","; rocky intertidal","; mid","NA","Cranberry Cove; East Point; Grindstone Neck;  Ft. Wetherill, Jamestown, RI; Mount Desert Island Biological Laboratory, Salisbury Cove","Nova Scotia; MA; ME; Rhode Island","Yes; No","experimental","5; 6; 4; NA","1987; 2009; 1974; NA; 2005","8; NA; 12; 1","21; 63; 331; 58; 289","Barker; bracken; Lubchenco; Peckol; Long, Jeremy","1990; 2014; 1983; 2017; 2007","10.1007/BF02114681; 10.1890/13-2094.1; 10.2307/1937822; 10.1111/jpy.12507; 10.1890/06-1585","No; Yes","6/10/2021 14:05:48; 6/29/2021 15:21:39; 7/1/2021 15:24:38; 7/5/2021 8:31:07; 7/21/2021 5:50:05",""
"36",9,36,9,9.1,1,"adult","Littorina obtusata",36,36.1,1,"adult","Chondrus crispus","-1","Yes","1","herbivory","3","Paper.Database","SLF","","NA","NA","58.Peckol.2017.10.1111/jpy.12507","rocky intertidal","mid","NA"," Ft. Wetherill, Jamestown, RI","Rhode Island","Yes","experimental","NA","NA","1","58","Peckol","2017","10.1111/jpy.12507","No","7/5/21 8:34",""
"41",9,41,9,9.1,1,"adult","Littorina obtusata",41,41.1,1,"adult","Ralfsia fungiformis","-1","No","1","predation","3","Globi","DNM","NA","48.497686; 48.497064; 48.497256; 48.612273; 48.612437; 48.612159; 48.612274; 48.612117; 48.612572","-68.494574; -68.495416; -68.49521; -68.231071; -68.22975; -68.230736; -68.229777; -68.230525; -68.229489","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"49",9,49,9,9.1,1,"adult","Littorina obtusata",49,49.1,1,"adult","Porphyra sp.","-1","No","1","herbivory","3","Paper.Database","ANW","","NA","NA","47.Dudgeon.1999.10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2","","","NA","Chamberlain","ME","Yes","experimental","1","NA","1","47","Dudgeon","1999","10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2","Yes","6/29/21 14:11",""
"56",9,56,9,9.1,1,"adult","Littorina obtusata",56,56.1,1,"adult","Enteromorpha sp., ulva intestinalis","-1","Yes; No","1","herbivory","10","inferred by D Morton","DNM","; depth is 0 to -1.5 m; preferred food ","NA; 42.416667; 54.683333","NA; 80.916667; 10","91.Lubchenko.1978.10.2307/2937360; 91.Lubchenco.1978.10.2307/2937360; 331.Lubchenco.1983.10.2307/1937822; 892.Lotze.2000.10.1034/j.1600-0706.2000.890106.x; 893.Lotze.2000.10.3354/meps200167; 887.Lubchenco.1978.10.1086/283250","rocky intertidal; subtidal; ","low; mid; ","NA; -1.5","Marine Science Institute; ; Canoe Beach Cove; Maasholm Bay","MA; ME; Germany ; Germany","No; Yes; ","experimental; observational","4; NA; 6; 9","1974; 1975; 1997; NA; 1973","18; 5; 12; NA","91; 331; 892; 893; 887","Lubchenko; Lubchenco; Lotze","1978; 1983; 2000","10.2307/2937360; 10.2307/1937822; 10.1034/j.1600-0706.2000.890106.x; 10.3354/meps200167; 10.1086/283250","No; Yes","","; not mentioned"
